merchantid,totalunitssold,meanunitssoldperproduct,rating,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,urgencytextrate
58d25a160490dc52e34022e7,100,100.0,3.91,9.0,84.0,90.0,90.0,82.0,65.57289002557545
56680c90e363a3613607ea61,100,100.0,3.917,7.0,33.0,79.0,79.0,8.0,65.57289002557545
5e5dec4430477e47e6838d5d,100,100.0,3.918,5.0,5.0,0.0,0.0,25.0,100.0
55dc3dcd8950c811f73a48a4,100,100.0,3.921,5.8,8.0,28.0,28.0,6.0,65.57289002557545
5b3ed8fa22856f198f7f0a88,100,100.0,3.923,14.0,12.0,-16.0,-16.0,20.0,100.0
5aacd6c1ccf0c83e5a6f3de0,100,100.0,3.929,6.0,34.0,83.0,83.0,10.0,65.57289002557545
57b17fcc4249277b5ad99206,100,100.0,3.931,6.0,6.0,0.0,0.0,55.0,65.57289002557545
546415e89719cd2ac2e20045,100,100.0,3.931,6.0,20.0,70.0,70.0,13.0,65.57289002557545
5eb50b2237d7ba4abca6250a,100,100.0,3.932,8.0,7.0,-14.0,-14.0,10.0,65.57289002557545
58f8681a29867d1118cb0964,100,100.0,3.934,12.0,11.0,-9.0,-9.0,11.0,65.57289002557545
58ef5b480d27561215655a9c,100,100.0,3.937,4.0,4.0,0.0,0.0,24.0,100.0
5d4a55b21d9a8e4a02843479,100,100.0,3.945,3.81,25.0,85.0,85.0,25.0,65.57289002557545
5b8f992a2eb51f465ffd388d,100,100.0,3.945,9.0,8.0,-12.0,-12.0,8.0,65.57289002557545
5684e1234c2cc826ab5ca438,100,100.0,3.949,11.0,13.0,16.0,16.0,46.0,65.57289002557545
5541ba455252290c0b225b1f,100,100.0,3.95,13.0,25.0,48.0,48.0,79.0,100.0
5b767f37f54e4f1434671cc8,100,100.0,3.952,3.0,60.0,95.0,95.0,28.0,65.57289002557545
5498115d653d5121ae5409c9,100,100.0,3.953,8.0,30.0,74.0,74.0,34.0,100.0
5a17bb048cf0ed37ca9e18bc,100,100.0,3.955,3.0,26.0,89.0,89.0,3.0,65.57289002557545
5b42da1bf64320209fc8da69,100,100.0,3.962,5.0,19.0,74.0,74.0,59.0,65.57289002557545
561df3a23a698c711e5e5efa,100,100.0,3.965,8.0,7.0,-14.0,-14.0,19.0,100.0
5d54bec47ad242761d84984d,100,100.0,3.967,9.0,8.0,-12.0,-12.0,46.0,65.57289002557545
5e74810d7f5269411ad93989,100,100.0,3.968,1.67,2.0,17.0,17.0,32.0,65.57289002557545
5d46cdb476befe7f781dd1af,100,100.0,3.975,9.0,8.0,-12.0,-12.0,31.0,65.57289002557545
59e5e353ef7b892409c6e6a7,100,100.0,3.975,3.0,7.0,58.0,58.0,6.0,65.57289002557545
5927d9ead7f65462c5a1d409,100,100.0,3.982,16.0,14.0,-14.0,-14.0,18.0,65.57289002557545
5d4e5b8415275446cdad4fbb,100,100.0,3.988,2.65,3.0,12.0,12.0,33.0,65.57289002557545
5e535edc18034a4651aeecef,100,100.0,3.993,5.89,5.0,-17.0,-17.0,48.0,100.0
59e071d99fbc517c29711220,100,100.0,3.997,16.0,33.0,52.0,52.0,61.0,100.0
5d4d24b3c8bc521b5568b537,100,100.0,4.0,7.0,17.0,59.0,59.0,27.0,65.57289002557545
5abbab1d7c27687c3daaad6e,100,100.0,4.001,12.0,11.0,-9.0,-9.0,3.0,65.57289002557545
54869cf344a28275e008fb00,100,100.0,4.001,11.0,51.0,79.0,79.0,4.0,65.57289002557545
5947799a2eac1104f22e4486,100,100.0,4.003,5.73,5.0,-14.0,-14.0,63.0,65.57289002557545
5d3d417070327a201bfcd655,100,100.0,4.003,1.72,2.0,14.0,14.0,13.0,65.57289002557545
5b18eb98dfc31f2100f4c4cd,100,100.0,4.005,8.0,9.0,12.0,12.0,94.0,65.57289002557545
5acdbf7c9c15ff7191aadd30,100,100.0,4.014,12.0,59.0,80.0,80.0,64.0,100.0
5dbb45d78aabea2d9e97b407,100,100.0,4.015,11.0,10.0,-10.0,-10.0,12.0,65.57289002557545
5d415665838897104cf4003d,100,100.0,4.019,11.0,22.0,50.0,50.0,24.0,65.57289002557545
5e5c7c2c77179e31406eece1,100,100.0,4.02,12.0,14.0,15.0,15.0,24.0,65.57289002557545
5aed66b2f0b75f35a1bd6615,100,100.0,4.023,9.0,8.0,-12.0,-12.0,10.0,100.0
5986cc750ec30f4610ea07be,100,100.0,4.024,11.0,10.0,-10.0,-10.0,22.0,65.57289002557545
598da748b7717348ffeaf02c,100,100.0,4.028,12.0,11.0,-9.0,-9.0,104.0,65.57289002557545
5dda41a275cf541cc0b6cf99,100,100.0,4.03,2.0,2.0,0.0,0.0,58.0,100.0
588224a5bb3a4a4d5169deb2,100,100.0,4.035,11.0,84.0,87.0,87.0,31.0,65.57289002557545
5a13e07c5d6f342d64b51237,100,100.0,4.039,5.0,11.0,55.0,55.0,54.0,65.57289002557545
583188080d44631041fea370,100,100.0,4.04,8.0,11.0,28.0,28.0,91.0,65.57289002557545
5b4973b049c8e64e07c31cb4,100,100.0,4.041,9.0,49.0,82.0,82.0,109.0,65.57289002557545
59146c0c71a2f21160479ee5,100,100.0,4.044,16.0,88.0,82.0,82.0,9.0,65.57289002557545
5dc3de943710b9143904fdd9,100,100.0,4.045,8.0,7.0,-14.0,-14.0,15.0,65.57289002557545
54068c667a9eb466313c6ebf,100,100.0,4.051,6.0,7.0,15.0,15.0,2.0,65.57289002557545
5ba08911269570054ba2b669,100,100.0,4.055,11.0,26.0,58.0,58.0,12.0,65.57289002557545
5c6d6c28619caa1d94891d06,100,100.0,4.056,3.0,3.0,0.0,0.0,8.0,100.0
5d43cb4c4c7855604ee59bbb,100,100.0,4.067,8.0,7.0,-14.0,-14.0,29.0,65.57289002557545
55311a071a8a220c1b804371,100,100.0,4.07,9.0,8.0,-12.0,-12.0,51.0,65.57289002557545
5ac1db0a1c256d3bd25188f4,100,100.0,4.077,8.0,9.0,12.0,12.0,61.0,65.57289002557545
5b9cc34eb226113590090c59,100,100.0,4.087,14.0,26.0,47.0,47.0,72.0,65.57289002557545
5b39de95d3db323a3a775883,100,100.0,4.097,1.72,56.0,97.0,97.0,6.0,65.57289002557545
5729fb5ce1220e593d1b86ac,100,100.0,4.101,8.0,7.0,-14.0,-14.0,9.0,65.57289002557545
5d64f34f2736787d00ad93ec,100,100.0,4.106,1.89,2.0,6.0,6.0,39.0,65.57289002557545
5ae2d056b125ab5424320fc1,100,100.0,4.107,8.0,25.0,68.0,68.0,55.0,65.57289002557545
5d54026f41ed515c7a1eb40a,100,100.0,4.111,12.0,43.0,73.0,73.0,26.0,65.57289002557545
59a173df9fbc51783bd1f406,100,100.0,4.118,5.83,64.0,91.0,91.0,52.0,65.57289002557545
57ebc98dfc63523912aa1424,100,100.0,4.123,5.0,5.0,0.0,0.0,0.0,65.57289002557545
55ed54947e8372421830b946,100,100.0,4.123,11.0,10.0,-10.0,-10.0,5.0,65.57289002557545
5d7b761abd5aa37518970b8c,100,100.0,4.125,9.0,34.0,74.0,74.0,18.0,65.57289002557545
5d4784dd56a260398c1bc597,100,100.0,4.127,5.0,59.0,92.0,92.0,22.0,65.57289002557545
5512b0d98e8def07a462e1d7,100,100.0,4.128,7.0,6.0,-16.0,-16.0,47.0,100.0
595097d6a26f6e070cb878d1,100,100.0,4.129,16.0,14.0,-14.0,-14.0,54.0,100.0
5772693e4e1511743e371036,100,100.0,4.13,9.0,17.0,48.0,48.0,34.0,65.57289002557545
58ad74688a58e150335088ce,100,100.0,4.131,8.0,7.0,-14.0,-14.0,23.0,65.57289002557545
59f868d0eea5c51c2167d097,100,100.0,4.136,7.0,6.0,-16.0,-16.0,27.0,65.57289002557545
58b569edfc743d5072bcd4d9,100,100.0,4.141,11.0,26.0,58.0,58.0,1.0,100.0
5b7e1d0f5b299812c53e81f5,100,100.0,4.151,7.0,34.0,80.0,80.0,106.0,65.57289002557545
57ac5da80e3c8a18b4746013,100,100.0,4.157,18.0,115.0,85.0,85.0,177.0,100.0
582c4556ef562807126df946,100,100.0,4.158,5.0,26.0,81.0,81.0,4.0,65.57289002557545
5960922537635d7e09b47c1d,100,100.0,4.158,15.0,59.0,75.0,75.0,202.0,65.57289002557545
58171618bfa9fd1994661235,100,100.0,4.159,6.0,145.0,96.0,96.0,52.0,65.57289002557545
5d481bd022f3014c80e6ddb2,100,100.0,4.167,1.0,1.0,0.0,0.0,6.0,65.57289002557545
59f9687a37f9f80d31798d60,100,100.0,4.167,6.0,17.0,65.0,65.0,93.0,100.0
5845000d330f3a4d59cff91f,100,100.0,4.168,5.0,5.0,0.0,0.0,10.0,65.57289002557545
5ad7066e1b98df3e558530a6,100,100.0,4.17,14.0,12.0,-16.0,-16.0,65.0,65.57289002557545
5afab0f75ccdca0e69a067b8,100,100.0,4.186,11.0,28.0,61.0,61.0,107.0,65.57289002557545
5d54f7e47ad2426b008579ae,100,100.0,4.19,2.9,3.0,4.0,4.0,19.0,65.57289002557545
5ab9f77bea8764355800e5a2,100,100.0,4.192,4.7,19.0,76.0,76.0,15.0,65.57289002557545
585b36a336cedf4cb6c6ea62,100,100.0,4.195,13.0,68.0,81.0,81.0,121.0,65.57289002557545
5ad01a6a70cf6977d05013de,100,100.0,4.21,11.0,10.0,-10.0,-10.0,96.0,65.57289002557545
5486cf7540b3786ec7c7e4ee,100,100.0,4.21,11.0,30.0,64.0,64.0,28.0,65.57289002557545
5d413afa0ff7f947c0e21025,100,100.0,4.211,14.0,97.0,86.0,86.0,44.0,65.57289002557545
596d9a4937635d7622a6c7f6,100,100.0,4.212,8.0,7.0,-14.0,-14.0,111.0,65.57289002557545
5adef67640626a4b409b8e94,100,100.0,4.213,5.92,9.0,35.0,35.0,17.0,65.57289002557545
5b13817f0128754174259044,100,100.0,4.213,3.93,24.0,84.0,84.0,57.0,65.57289002557545
5925555b2cd9447854443c41,100,100.0,4.223,49.0,42.0,-16.0,-16.0,6.0,65.57289002557545
58d12c00b9d9d6505a44c4e6,100,100.0,4.227,18.0,47.0,62.0,62.0,34.0,65.57289002557545
5860cbf734de6c4d4803523d,100,100.0,4.227,12.0,102.0,89.0,89.0,75.0,65.57289002557545
5953816a9579d81e5edcc3d7,100,100.0,4.228,14.0,92.0,85.0,85.0,25.0,65.57289002557545
59815a929fbc512d72137ba5,100,100.0,4.228,9.0,46.0,81.0,81.0,7.0,65.57289002557545
59802a908ee78d7ec44d192a,100,100.0,4.232,8.0,85.0,91.0,91.0,19.0,65.57289002557545
58d3cd3b773e9257cc5b990a,100,100.0,4.232,3.87,15.0,75.0,75.0,43.0,65.57289002557545
5a129c6aeea5c546c8b8e2f8,100,100.0,4.234,19.0,17.0,-11.0,-11.0,61.0,65.57289002557545
5a409cf87b584e7951b2e25f,100,100.0,4.236,7.0,6.0,-16.0,-16.0,14.0,65.57289002557545
5d55f05833f0b43dceb58a50,100,100.0,4.238,8.0,22.0,64.0,64.0,10.0,65.57289002557545
5aa5d06da6bf7a7f7285bc0e,100,100.0,4.24,9.0,8.0,-12.0,-12.0,23.0,65.57289002557545
58e4a53ce070a80f9180685a,100,100.0,4.243,3.65,9.0,60.0,60.0,8.0,65.57289002557545
58d10bee24f9f96bdbe80fb6,100,100.0,4.244,12.0,100.0,88.0,88.0,40.0,100.0
5d3d0c2c4b4fdb2f38b5e54d,100,100.0,4.245,2.79,13.0,79.0,79.0,2.0,65.57289002557545
5d58d3b433f0b4349bbe941f,100,100.0,4.247,11.0,10.0,-10.0,-10.0,3.0,65.57289002557545
5c077d9e80508524a1cb3315,100,100.0,4.248,2.69,3.0,11.0,11.0,1.0,65.57289002557545
590189980094b829518713b8,100,100.0,4.264,11.0,10.0,-10.0,-10.0,51.0,65.57289002557545
5dbd7b090140ee044252ed12,100,100.0,4.264,7.0,6.0,-16.0,-16.0,11.0,65.57289002557545
567eb3a5d8a1043c0ab70707,100,100.0,4.272,16.0,76.0,79.0,79.0,38.0,65.57289002557545
577a1c0517c3e2747a5a4659,100,100.0,4.274,18.0,76.0,77.0,77.0,120.0,100.0
56da85f4df108f268b4a6618,100,100.0,4.276,4.66,11.0,58.0,58.0,24.0,65.57289002557545
554b7fc033c1d7162b690160,100,100.0,4.278,8.0,7.0,-14.0,-14.0,139.0,65.57289002557545
5e0b55766a4343d3823c7215,100,100.0,4.283,11.0,10.0,-10.0,-10.0,8.0,100.0
598429c3947e4119b7bec1c0,100,100.0,4.288,14.0,84.0,84.0,84.0,103.0,65.57289002557545
5b083a8b7e43f23f2e16cbd6,100,100.0,4.29,9.0,17.0,48.0,48.0,92.0,65.57289002557545
5673acd9c1a80060fb201026,100,100.0,4.299,5.65,26.0,79.0,79.0,33.0,65.57289002557545
5650100887aaa61273717ce0,100,100.0,4.311,16.0,50.0,68.0,68.0,46.0,65.57289002557545
580595bda46fa31f93d83357,100,100.0,4.325,11.0,10.0,-10.0,-10.0,28.0,65.57289002557545
582c712cae088637843348a5,100,100.0,4.337,9.0,8.0,-12.0,-12.0,27.0,65.57289002557545
587dd9a883eee74e06b30974,100,100.0,4.337,8.0,7.0,-14.0,-14.0,14.0,65.57289002557545
53bd3edad911396c5b3fb0aa,100,100.0,4.341,5.85,43.0,87.0,87.0,45.0,65.57289002557545
5b71353ec8cfda2270406795,100,100.0,4.343,7.0,6.0,-16.0,-16.0,57.0,100.0
5ec3b16fedb2cda500b96542,100,100.0,4.365,5.86,5.0,-17.0,-17.0,76.0,65.57289002557545
58501ac7b9e3474c9f4b2afd,100,100.0,4.365,3.69,40.0,91.0,91.0,59.0,100.0
5778fd153a698c5c2d845ed9,100,100.0,4.366,11.0,42.0,74.0,74.0,55.0,100.0
5742c706d75bc459506b80f1,100,100.0,4.431,7.0,6.0,-16.0,-16.0,23.0,65.57289002557545
57773e8e7f1b5074ad85dd89,100,100.0,4.438,2.66,9.0,71.0,71.0,1.0,65.57289002557545
5d513ddf1d9a8e239c347192,100,100.0,4.444,5.75,16.0,65.0,65.0,27.0,100.0
5848298b68eb84699231b1f2,100,100.0,4.456,1.76,2.0,12.0,12.0,35.0,65.57289002557545
5915c592fc9cce7eb7312bd4,100,100.0,4.463,13.0,26.0,50.0,50.0,113.0,65.57289002557545
55837e8030c8403f7c8044b9,100,100.0,4.487,5.0,9.0,45.0,45.0,6.0,65.57289002557545
5b07dc937752c81ecb291b66,100,100.0,4.522,3.73,17.0,79.0,79.0,27.0,65.57289002557545
559f372b577ce1196ef7f66c,100,100.0,4.578,8.0,47.0,83.0,83.0,110.0,65.57289002557545
5dab9ece69ce753090f6735c,100,100.0,5.0,7.0,6.0,-16.0,-16.0,0.0,65.57289002557545
5d5a520c560eca48d7f140eb,100,50.0,3.516,4.0,4.0,0.0,0.0,1.0,50.0
5e6771b33cce5a8dd4f6fd3c,100,50.0,3.75,5.0,5.0,0.0,0.0,1.0,50.0
5b0fa1b72c3c1d2abb34f1a4,100,50.0,3.792,8.0,7.0,-14.0,-14.0,6.0,50.0
58d8e8ebd929c652b9c04c05,100,50.0,3.88,3.76,7.0,47.0,47.0,8.0,65.57289002557545
5e748f2484068a0289ab6f9f,100,50.0,3.923,20.0,17.0,-17.0,-17.0,12.0,50.0
5e686e632fb13f0b010b6cd0,100,50.0,4.175,12.0,85.0,86.0,86.0,4.0,50.0
5a14dbb27dee4a2da907bddb,100,50.0,4.458,9.0,34.0,74.0,74.0,5.0,50.0
5e5cb2f077179e1ac07004a2,60,30.0,3.885,12.0,14.0,15.0,15.0,4.0,65.57289002557545
5e4f330366b9710ecfaff138,50,50.0,3.464,12.0,11.0,-9.0,-9.0,7.0,65.57289002557545
5e4b6a0c57cc9b0b53e499a4,50,50.0,3.667,5.0,38.0,87.0,87.0,2.0,65.57289002557545
5e75cce27477a26d336a6c07,50,50.0,3.676,15.0,13.0,-15.0,-15.0,10.0,65.57289002557545
5e732ba4dc0ec3709851e0f7,50,50.0,3.714,11.0,85.0,88.0,88.0,7.0,100.0
5eb91502c48732293d0a8e08,50,50.0,3.722,6.0,6.0,0.0,0.0,15.0,65.57289002557545
5d8c291ca1309429e32bb247,50,50.0,3.774,9.0,8.0,-12.0,-12.0,2.0,65.57289002557545
5abf82da22fad76f8c13b113,50,50.0,3.84,12.0,11.0,-9.0,-9.0,17.0,65.57289002557545
58008d25047bed1ad1940bff,50,50.0,3.861,3.86,6.0,36.0,36.0,6.0,65.57289002557545
5e6a5f041511dc46c06eac19,50,50.0,3.872,8.0,56.0,86.0,86.0,6.0,100.0
5aa24c9a22fad77bdfe2578b,50,50.0,3.937,27.0,23.0,-17.0,-17.0,12.0,65.57289002557545
5d9163dcbffbb14190a52df7,50,50.0,3.98,8.0,7.0,-14.0,-14.0,7.0,65.57289002557545
597ff85721064f2607e253e9,50,50.0,4.01,25.0,38.0,35.0,35.0,6.0,65.57289002557545
58db59f4e40cc66d2bda1bc0,50,50.0,4.094,13.0,11.0,-18.0,-18.0,12.0,65.57289002557545
575ab2de20c8d15cb59e5ee0,50,50.0,4.12,9.0,33.0,73.0,73.0,4.0,65.57289002557545
586378e04b60fe69e3335c5f,50,50.0,4.128,8.0,7.0,-14.0,-14.0,8.0,65.57289002557545
578caf669035dc557db297c0,50,50.0,4.16,8.0,7.0,-14.0,-14.0,6.0,100.0
5e50b3e818034a49f8aeecdf,50,50.0,4.17,1.0,8.0,88.0,88.0,4.0,65.57289002557545
578aeb7316b2891a3a226c21,50,50.0,4.323,16.0,14.0,-14.0,-14.0,18.0,65.57289002557545
533e35e334067e3f0e7b05c5,50,50.0,4.385,12.0,17.0,30.0,30.0,18.0,100.0
58bd1048662f70531f3962df,50,50.0,4.434,16.0,14.0,-14.0,-14.0,2.0,65.57289002557545
5e61c817039ce2184a0ed392,30,10.0,3.548,16.0,14.0,-14.0,-14.0,3.0,33.0
5e71bc2ff2bef60050bd3a86,30,10.0,3.915,11.0,168.0,94.0,94.0,3.0,33.0
5d3aa36072b0c915fe6b8fbd,24,8.0,3.917,8.0,68.0,89.0,89.0,0.0,33.0
5e2ecb9deed5087a7ba2f5f7,20,10.0,3.609,7.0,17.0,59.0,59.0,2.0,65.57289002557545
5e54d1d9e0d90e6488de48c2,20,10.0,3.667,2.0,2.0,0.0,0.0,5.0,50.0
5d676dae88a10253b1781da6,20,10.0,3.691,9.0,10.0,10.0,10.0,0.0,50.0
5e606b6e29e7867135073fbe,20,10.0,3.692,2.67,67.0,97.0,97.0,0.0,50.0
5a3231f2e62bbc45b0bda1dd,20,10.0,3.837,5.0,5.0,0.0,0.0,0.0,50.0
5d48eef4b5144c50c2ac0af3,20,10.0,3.859,7.0,68.0,90.0,90.0,2.0,50.0
5e63469b2fdc774466e15dd5,10,10.0,2.333,5.75,5.0,-15.0,-15.0,0.0,65.57289002557545
5e4b9c3801ba9d210036fc5a,10,10.0,3.508,3.92,9.0,57.0,57.0,1.0,65.57289002557545
5df1cd2ecce7510b506fdba5,10,10.0,3.625,8.0,17.0,53.0,53.0,0.0,100.0
5a9d135128a2b361c3491a1e,10,10.0,3.76,7.0,22.0,69.0,69.0,4.0,65.57289002557545
5e4f81dc968c88593150e98e,10,10.0,3.778,3.7,9.0,59.0,59.0,4.0,100.0
58c214fd95dc43508c12899c,10,10.0,3.81,7.0,7.0,0.0,0.0,11.0,100.0
58d64937794a2b6db2f0394e,10,10.0,3.873,11.0,70.0,85.0,85.0,2.0,65.57289002557545
5af917558699ce1103dd6010,10,10.0,3.875,14.0,12.0,-16.0,-16.0,2.0,100.0
59538ae253ebe2397fc85777,10,10.0,3.959,6.0,6.0,0.0,0.0,4.0,65.57289002557545
5d53751b40defd6833e480ad,10,10.0,4.008,12.0,67.0,83.0,83.0,3.0,65.57289002557545
5d5008cb1d9a8e750032d31b,10,10.0,4.015,16.0,25.0,36.0,36.0,4.0,65.57289002557545
5aae608bdb5f1f42a93eaaed,10,10.0,4.021,15.0,13.0,-15.0,-15.0,4.0,65.57289002557545
57c4dd2ce2a1b61c74c4265a,10,10.0,4.037,5.65,33.0,83.0,83.0,0.0,100.0
5466f5ea1280fa5c9c7ba98e,10,10.0,4.042,7.0,66.0,90.0,90.0,0.0,65.57289002557545
5de71b384c9c820a00c16efa,10,10.0,4.062,7.0,7.0,0.0,0.0,0.0,65.57289002557545
592955ef980a346d826f7bfc,10,10.0,4.17,8.0,33.0,76.0,76.0,0.0,65.57289002557545
569f3031b3d90139e3c5a407,10,10.0,4.173,14.0,12.0,-16.0,-16.0,1.0,65.57289002557545
5d594543cf65033850311c11,10,10.0,4.2,3.71,5.0,26.0,26.0,1.0,65.57289002557545
56025ed8293a5b2d24779bde,10,10.0,4.295,11.0,30.0,64.0,64.0,0.0,100.0
538f4f18ab980a5167a1d722,10,10.0,4.326,8.0,7.0,-14.0,-14.0,2.0,65.57289002557545
56de96c70f2a81169f14fcde,10,10.0,4.466,16.0,14.0,-14.0,-14.0,0.0,65.57289002557545
574d559cb06e205d099d9107,10,10.0,4.501,18.0,59.0,70.0,70.0,6.0,65.57289002557545
5db248327c0d0800c24fc084,10,10.0,4.513,5.68,5.0,-13.0,-13.0,2.0,65.57289002557545
54365c349719cd57af2b449b,8,8.0,3.949,7.0,31.0,78.0,78.0,0.0,65.57289002557545
581c54c4dd99164b808ca531,7,7.0,4.249,8.0,55.0,86.0,86.0,1.0,65.57289002557545
564d8f2f3a698c01d97fbb81,3,3.0,3.991,4.81,30.0,84.0,84.0,0.0,65.57289002557545
567bad8582c35f28103e5813,2,2.0,3.999,11.0,10.0,-10.0,-10.0,1.0,65.57289002557545
5b24edf0d1c360301099e9c6,2,2.0,4.303,16.0,16.0,0.0,0.0,0.0,65.57289002557545
5d417e7070327a2743021677,1,1.0,3.598,2.72,9.0,70.0,70.0,0.0,65.57289002557545
5add589edb5f1f32114d07df,1,1.0,3.956,14.0,14.0,0.0,0.0,0.0,65.57289002557545
5d4b8931933fb13f8a1fe232,1,1.0,4.007,11.0,30.0,64.0,64.0,0.0,65.57289002557545
